height_cm,weight_kg,nationality,overall,potential,preferred_foot,contract_valid_until,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,age,fee,window,league,season,position_group
191,81,France,86,88,Right,2022,42,46,85,78,42,55,46,52,77,79,79,85,62,86,39,52,81,75,86,53,80,87,52,59,43,83,50,87,86,11,11,9,5,14,28,40000000,summer,Premier League,2021,defender
194,95,France,78,88,Right,2023,38,29,77,75,28,69,32,27,69,69,68,79,65,71,55,45,74,68,83,31,77,78,37,51,41,74,29,85,79,9,7,9,9,15,22,40000000,summer,Premier League,2021,defender
180,75,Chile,85,87,Right,2017,76,78,71,85,78,80,76,65,79,84,79,77,79,84,78,77,81,93,75,78,89,86,79,80,86,69,75,83,89,4,2,4,2,4,28,39250000,summer,1 Bundesliga,2015,midfielder
181,70,Brazil,73,85,Right,2022,63,72,70,68,63,78,40,34,42,76,83,79,78,72,70,74,60,79,76,63,68,16,76,69,71,70,21,22,19,12,7,8,11,13,21,39200000,summer,Premier League,2018,attacker
185,78,Belgium,78,83,Right,2019,65,79,72,62,73,78,61,46,36,79,80,84,84,77,73,82,83,65,77,76,59,23,84,63,67,66,16,26,22,9,10,16,7,15,22,39000000,summer,Premier League,2016,attacker
184,74,Netherlands,81,87,Right,2022,67,77,66,83,78,78,77,62,75,84,67,74,72,82,68,82,70,89,77,78,74,74,85,81,55,85,75,72,67,7,12,8,10,14,23,39000000,summer,Premier League,2020,midfielder
180,72,Brazil,79,89,Left,2023,68,75,56,78,70,84,80,73,76,80,75,77,74,80,68,77,81,84,71,74,80,58,81,74,75,82,10,65,56,14,9,12,11,11,21,38400000,winter,Serie A,2018,midfielder
172,65,Argentina,77,83,Right,2024,76,69,60,80,66,83,72,74,76,80,75,73,80,72,85,77,45,62,62,64,82,59,71,82,49,77,31,68,52,11,10,13,7,9,24,38400000,summer,Premier League,2021,attacker
181,75,Croatia,75,86,Right,2017,74,55,45,83,69,84,81,73,79,86,85,78,81,74,76,71,65,75,56,76,60,49,69,82,58,69,35,50,50,8,4,5,6,6,21,38000000,summer,Laliga,2015,midfielder
185,79,Portugal,74,86,Right,2021,59,69,76,67,67,71,71,33,58,73,74,77,75,76,66,76,84,85,77,62,78,56,79,63,73,70,38,47,39,14,13,7,11,8,21,38000000,summer,Serie A,2017,attacker
176,77,Belgium,86,86,Right,2021,73,76,59,84,75,80,73,68,81,85,80,76,81,87,84,84,76,94,76,86,88,86,88,76,63,85,78,86,88,11,11,14,8,11,30,38000000,summer,Serie A,2018,midfielder
175,70,Brazil,81,86,Right,2020,79,71,44,78,68,87,71,69,74,86,94,91,90,74,88,84,44,78,53,84,67,69,70,78,53,82,38,60,58,12,10,9,5,7,25,38000000,summer,Premier League,2018,attacker
188,81,Mexico,78,79,Right,2019,69,76,81,71,77,74,71,45,67,74,69,76,73,76,49,79,68,76,78,68,80,51,83,71,90,74,46,36,28,7,11,13,14,10,28,38000000,summer,Premier League,2019,attacker
176,70,Portugal,80,88,Left,2022,78,45,68,77,54,77,66,59,70,79,91,90,83,78,84,80,71,82,70,63,73,74,73,70,45,75,73,78,74,7,8,8,15,10,20,38000000,summer,Ligue 1,2022,defender
194,75,France,76,84,Left,2024,48,38,78,78,31,57,56,34,77,66,59,69,47,74,37,70,79,66,84,47,68,78,44,68,46,74,78,78,72,8,7,5,15,8,21,38000000,winter,Premier League,2022,defender
187,89,Senegal,86,86,Right,2023,30,22,84,63,14,69,28,28,64,64,74,91,51,83,34,55,82,70,94,15,83,85,35,52,33,81,90,89,86,7,11,7,13,5,31,38000000,summer,Premier League,2022,defender
177,70,England,80,83,Right,2021,64,61,61,82,61,73,70,65,84,80,68,68,69,79,78,76,56,80,74,73,72,76,74,78,53,78,70,78,75,12,6,8,9,12,27,37900000,summer,Premier League,2017,midfielder
187,80,Italy,76,85,Right,2018,31,34,74,55,40,36,20,24,50,60,59,64,59,73,70,37,71,68,75,19,72,80,33,22,30,73,78,79,76,14,9,6,9,5,24,37740000,summer,Serie A,2018,defender
188,83,Portugal,80,87,Right,2020,59,64,69,86,63,86,70,68,80,84,64,70,64,76,50,76,65,77,84,73,80,70,73,82,55,69,65,75,58,12,9,6,14,8,22,37000000,summer,Laliga,2016,midfielder
186,76,Germany,71,84,Right,2019,56,37,68,70,32,65,45,38,60,62,72,76,68,72,65,65,76,73,67,40,67,71,48,56,46,66,68,72,75,9,9,14,10,12,21,37000000,summer,Ligue 1,2018,defender
184,78,Brazil,79,80,Right,2022,74,61,69,77,72,73,76,76,69,79,73,76,70,79,65,85,74,82,76,74,75,81,75,64,67,69,78,77,78,14,5,15,14,5,28,37000000,summer,Serie A,2019,defender
195,81,Netherlands,79,85,Left,2025,43,24,81,72,27,59,47,28,70,64,57,63,59,75,41,65,78,82,88,37,79,77,45,57,37,74,79,82,78,12,9,8,6,14,22,37000000,summer,Premier League,2022,defender
185,82,Croatia,69,86,Left,2025,56,29,69,71,23,67,57,60,67,66,74,80,57,64,59,68,81,68,82,38,82,59,42,57,61,67,30,65,66,5,8,6,9,11,19,36800000,summer,1 Bundesliga,2021,defender
192,79,Belgium,77,87,Left,2024,74,78,75,77,76,79,73,72,77,82,74,77,78,75,60,77,69,83,75,74,57,59,77,78,67,76,45,61,57,11,8,14,8,8,21,36500000,summer,Serie A,2022,midfielder
187,76,Germany,84,87,Right,2020,78,77,65,84,84,88,78,72,75,85,77,77,83,83,75,84,76,69,67,83,48,36,80,81,63,78,25,35,26,11,13,5,13,8,23,36000000,winter,Ligue 1,2016,attacker
186,74,Hungary,74,89,Right,2022,65,67,58,72,69,79,78,77,72,80,76,83,77,68,71,72,72,69,69,74,49,32,62,72,69,75,77,38,26,10,10,13,10,6,20,36000000,winter,1 Bundesliga,2020,midfielder
186,81,France,79,84,Left,2021,36,23,70,74,24,60,25,27,69,75,72,73,50,78,53,58,72,70,80,35,80,78,42,43,43,74,78,81,79,10,10,9,12,7,23,35900000,summer,Laliga,2018,defender
177,67,Portugal,76,85,Right,2021,74,50,56,69,42,75,51,30,53,74,86,91,85,79,77,68,76,85,58,46,65,69,73,60,38,69,68,73,73,16,12,10,14,12,23,35700000,summer,Laliga,2017,defender
184,79,Spain,82,83,Right,2020,82,79,65,81,55,86,71,62,79,84,77,78,72,80,63,70,58,72,75,73,62,25,81,79,74,66,25,21,23,11,16,8,14,16,27,35600000,summer,Laliga,2017,attacker
185,85,Colombia,82,85,Right,2017,61,86,85,72,83,77,66,34,63,79,78,85,78,80,70,85,85,84,86,66,83,47,85,71,70,66,27,47,33,15,5,12,14,14,28,35000000,summer,Laliga,2015,attacker
181,75,France,80,84,Right,2017,55,64,60,82,50,71,54,54,81,74,72,64,70,78,66,71,75,90,76,56,85,83,67,70,56,68,74,83,79,6,11,12,14,7,25,35000000,summer,Premier League,2015,midfielder
189,84,Brazil,83,84,Right,2019,68,56,83,78,67,70,70,76,76,79,72,73,74,79,56,74,82,71,77,71,84,80,54,68,75,63,81,85,84,11,12,10,7,14,29,35000000,summer,Premier League,2016,defender
191,92,Germany,86,88,Right,2017,64,55,90,78,60,68,65,53,84,77,62,66,60,85,58,71,70,67,86,51,71,91,56,79,68,63,86,87,86,15,6,10,5,6,27,35000000,summer,1 Bundesliga,2016,defender
187,83,France,78,82,Right,2019,76,72,70,80,67,80,75,74,75,82,79,82,76,79,63,85,77,92,86,71,77,76,76,68,68,69,69,74,72,14,8,11,10,8,27,35000000,summer,Premier League,2016,midfielder
178,67,France,77,90,Left,2021,67,77,43,72,63,85,66,65,65,81,83,85,81,66,74,71,58,72,44,65,47,33,74,73,67,70,45,39,45,6,6,14,10,13,19,35000000,summer,1 Bundesliga,2016,attacker
176,70,Portugal,78,90,Right,2021,60,65,64,76,68,78,59,68,71,77,79,84,81,82,88,85,81,93,77,77,90,80,78,71,68,77,72,71,64,5,12,6,13,14,18,35000000,summer,1 Bundesliga,2016,midfielder
190,85,Germany,77,82,Right,2020,60,27,76,70,34,59,34,56,65,65,76,78,63,72,50,70,72,65,81,40,86,69,33,57,40,60,77,79,74,14,15,10,12,8,24,35000000,summer,Premier League,2017,defender
187,80,Sweden,79,86,Right,2021,48,36,78,74,34,59,64,66,68,62,68,72,64,78,47,68,81,77,79,57,80,81,37,49,55,70,79,79,77,12,16,8,7,9,22,35000000,summer,Premier League,2017,defender
199,94,Belgium,89,92,Left,2019,14,14,13,32,12,13,19,11,31,23,46,52,61,81,45,36,68,38,70,17,23,15,13,44,27,52,11,18,16,85,91,69,86,88,26,35000000,summer,Laliga,2018,goalkeeper
190,85,Italy,88,88,Right,2022,44,39,88,79,58,69,56,61,85,75,62,72,60,86,52,74,85,73,85,65,82,90,38,74,70,84,84,88,88,2,2,3,2,4,31,35000000,summer,Serie A,2018,defender
183,77,Poland,67,73,Right,2020,51,65,64,60,43,62,47,40,35,66,73,75,71,54,70,70,74,75,73,65,33,31,74,51,64,62,35,38,26,10,15,10,6,13,23,35000000,winter,Serie A,2018,attacker
185,83,Netherlands,81,83,Right,2021,17,10,12,47,19,12,10,10,33,32,54,50,48,77,50,35,71,40,67,15,25,25,11,60,21,61,18,12,11,79,83,74,81,77,30,35000000,summer,Laliga,2019,goalkeeper
186,76,France,80,86,Right,2021,66,37,73,78,57,66,58,51,80,77,69,73,68,77,66,60,86,77,74,48,72,84,54,66,51,80,83,80,81,9,7,15,7,15,23,35000000,summer,1 Bundesliga,2019,defender
178,70,France,73,86,Right,2021,26,29,74,66,32,49,27,26,57,66,72,70,64,72,72,41,78,68,66,23,66,73,28,33,43,57,74,74,72,11,10,8,14,13,20,35000000,summer,Laliga,2019,defender
186,75,Sweden,64,80,Left,2020,48,45,54,70,42,68,41,45,65,65,51,65,51,63,57,64,58,49,52,47,63,55,65,62,57,46,44,58,58,14,5,10,10,5,19,35000000,winter,Serie A,2019,attacker
185,76,France,64,79,Right,2022,39,29,64,53,33,37,32,33,43,39,55,63,47,59,57,45,73,61,73,37,54,64,38,39,48,44,21,69,68,14,12,9,14,6,19,35000000,summer,Premier League,2020,defender
178,68,Norway,83,89,Left,2023,84,74,52,83,73,86,81,83,81,85,80,77,85,74,83,76,46,80,55,78,64,65,77,87,63,76,71,49,51,14,15,15,8,10,22,35000000,summer,Premier League,2021,midfielder
190,95,France,80,83,Right,2023,49,47,80,67,47,50,60,59,64,63,60,73,52,76,52,63,90,66,92,49,84,79,49,60,59,69,23,81,78,14,14,7,9,15,26,35000000,summer,Premier League,2021,defender
183,76,Brazil,78,87,Right,2024,75,82,64,74,75,85,77,60,65,83,78,79,83,79,78,78,74,75,68,79,69,20,78,72,70,80,79,28,35,8,7,13,13,11,22,35000000,summer,Laliga,2021,attacker
195,76,Belgium,73,84,Right,2026,59,57,67,75,47,73,58,42,73,74,71,79,65,72,52,67,68,76,80,50,71,69,61,67,40,67,66,68,71,7,12,12,9,10,20,35000000,summer,Premier League,2022,midfielder
188,76,Morocco,79,83,Left,2025,48,40,81,74,41,58,50,41,72,75,67,80,59,78,56,69,89,79,75,54,77,79,52,60,48,69,78,81,78,7,15,9,14,6,26,35000000,summer,Premier League,2022,defender
182,70,England,77,88,Left,2025,65,72,42,71,67,86,75,63,64,82,92,89,84,74,79,73,76,64,64,72,53,31,67,69,61,72,42,32,37,5,13,6,12,15,20,35000000,winter,Premier League,2022,attacker
176,63,Portugal,76,86,Left,2025,72,68,46,79,65,77,72,68,75,80,76,74,76,70,69,72,47,62,48,73,51,33,72,82,69,74,37,42,35,9,5,15,13,6,22,35000000,summer,Premier League,2022,midfielder
175,64,Ukraine,79,82,Left,2024,81,58,70,81,61,80,81,76,78,82,75,71,78,78,78,77,72,75,63,71,74,77,75,78,59,80,78,78,76,15,11,13,11,11,25,35000000,summer,Premier League,2022,defender
177,76,Turkey,84,88,Right,2017,82,72,70,85,80,86,81,64,80,88,79,73,86,83,85,74,79,71,69,77,78,51,82,86,73,67,58,64,70,11,7,11,12,11,28,34000000,summer,Laliga,2015,attacker
176,78,Netherlands,78,88,Right,2018,65,64,54,73,74,86,78,80,68,82,92,90,82,81,86,86,79,82,74,72,66,21,78,75,68,66,24,31,20,8,14,6,12,10,21,34000000,summer,Premier League,2015,attacker
169,62,Chile,87,87,Right,2018,80,83,65,80,78,89,78,78,73,86,88,84,90,84,87,82,85,85,66,80,80,42,85,82,77,82,30,39,35,10,10,15,12,13,29,34000000,winter,Premier League,2017,attacker
177,75,Armenia,85,85,Right,2020,80,73,53,85,81,86,83,64,73,89,84,82,88,83,83,87,72,85,63,75,69,68,83,85,72,67,49,53,55,5,11,14,5,7,29,34000000,winter,Premier League,2017,midfielder
187,80,Slovakia,68,77,Right,2020,43,41,67,62,45,42,38,39,61,56,65,65,43,58,53,54,67,64,69,35,65,65,36,41,58,52,68,71,72,10,13,12,8,12,22,34000000,summer,Serie A,2017,defender
187,80,Uruguay,72,82,Right,2025,39,75,73,61,67,69,64,61,36,70,82,79,76,67,52,75,70,74,79,68,61,25,70,48,74,60,72,22,30,14,10,12,10,13,21,34000000,summer,Liga Portugal,2020,attacker
180,70,England,74,80,Right,2021,68,73,58,70,53,75,60,56,59,72,79,85,82,70,73,70,66,68,68,68,34,44,73,74,60,54,76,46,36,14,14,14,6,10,24,34000000,summer,Premier League,2020,attacker
180,72,Spain,75,85,Right,2021,76,74,50,70,67,79,58,46,72,76,79,78,74,66,67,71,59,67,61,58,34,34,72,67,62,73,43,24,28,12,9,11,15,12,20,33500000,summer,Premier League,2020,attacker
178,72,Spain,76,81,Right,2021,48,78,66,69,77,82,79,60,51,78,77,75,83,76,78,66,71,77,53,64,70,35,80,69,73,73,45,42,28,12,12,11,14,8,25,33400000,summer,Premier League,2019,attacker
181,77,Colombia,81,81,Right,2018,61,84,71,67,77,80,63,59,52,79,84,79,83,82,71,81,75,73,78,80,38,34,84,66,79,66,25,25,25,12,12,8,5,8,28,33300000,summer,Serie A,2015,attacker
176,66,United States,73,81,Right,2025,64,65,37,69,59,79,67,67,65,77,83,81,85,67,83,68,69,88,50,67,54,52,69,75,63,67,57,54,46,12,13,7,7,13,21,32840000,summer,Premier League,2022,midfielder
179,68,Portugal,81,86,Right,2024,81,78,72,78,75,83,76,70,69,81,85,87,84,81,75,86,63,74,73,87,64,50,79,76,69,78,24,34,30,9,12,11,9,9,25,32600000,summer,Premier League,2022,attacker
175,68,Italy,80,88,Right,2020,76,63,40,82,53,80,73,67,78,82,78,74,75,79,83,72,58,83,58,66,82,79,73,76,73,80,57,80,76,11,5,13,14,11,23,32500000,summer,Serie A,2020,midfielder
186,78,Poland,77,84,Left,2019,58,83,73,62,75,71,71,74,62,71,73,75,69,74,63,84,62,77,74,78,67,36,75,60,75,66,29,34,32,9,16,16,15,6,22,32000000,summer,Serie A,2016,attacker
178,72,France,79,79,Right,2018,70,82,67,79,77,73,76,69,71,80,83,78,85,81,81,72,82,71,66,76,66,38,85,76,77,66,23,34,38,6,10,8,8,6,29,32000000,summer,Laliga,2016,attacker
175,73,Brazil,81,92,Right,2021,66,83,66,75,67,87,76,54,66,85,89,85,93,82,92,78,75,84,63,73,56,32,83,75,78,84,20,17,19,13,8,6,6,15,19,32000000,winter,Premier League,2016,attacker
181,77,Spain,81,85,Left,2021,51,42,76,69,37,53,72,51,75,67,71,72,67,75,64,81,89,74,78,74,86,82,48,46,39,61,85,81,84,12,16,11,13,11,26,32000000,winter,Laliga,2017,defender
182,72,Germany,80,84,Left,2022,72,72,46,82,59,82,85,80,80,84,67,67,77,81,77,75,72,74,67,75,69,57,78,81,70,77,65,59,53,14,15,11,14,14,25,32000000,summer,1 Bundesliga,2019,midfielder
177,67,Portugal,82,87,Right,2022,76,50,58,76,42,80,61,30,65,80,91,92,88,82,82,74,80,91,65,60,81,81,72,62,38,79,81,81,80,16,12,10,14,12,26,32000000,summer,Premier League,2020,defender
177,68,Argentina,83,89,Left,2020,78,80,57,83,69,85,82,71,83,86,76,78,83,82,79,82,63,79,70,76,72,71,79,85,65,81,24,67,62,10,7,10,15,14,24,32000000,summer,Premier League,2020,midfielder
178,79,Jamaica,80,85,Left,2023,73,74,57,73,74,84,77,79,65,80,93,95,86,79,84,79,77,75,59,77,58,21,79,76,71,75,77,25,18,12,13,6,15,14,23,32000000,summer,Premier League,2021,attacker
173,64,Portugal,78,88,Right,2024,71,66,39,82,62,81,62,61,79,84,76,70,90,74,84,69,56,75,45,71,53,73,72,80,73,82,68,72,68,12,13,8,5,5,22,32000000,winter,Ligue 1,2022,attacker
175,69,Senegal,89,89,Right,2023,78,86,84,84,75,88,77,64,71,86,92,90,93,91,88,83,87,85,72,78,75,35,90,84,75,84,42,42,38,10,10,15,7,14,30,32000000,summer,1 Bundesliga,2022,attacker
185,78,England,76,85,Right,2021,56,33,74,75,32,65,38,40,60,65,76,83,73,73,61,42,74,67,78,45,75,76,33,36,27,76,74,79,74,10,13,10,11,7,23,31600000,summer,Serie A,2021,defender
184,76,Brazil,77,84,Right,2016,79,67,70,78,63,78,74,75,76,79,78,82,77,79,62,85,77,78,76,82,74,79,78,72,72,63,74,77,78,14,5,15,14,5,23,31500000,summer,Laliga,2015,defender
185,79,Argentina,73,87,Right,2024,31,26,76,55,33,36,35,29,46,54,61,65,64,71,64,51,76,72,75,37,88,76,31,36,40,58,73,73,74,5,7,11,10,14,21,31500000,summer,Serie A,2019,defender
178,78,Netherlands,80,83,Right,2025,76,76,60,79,76,84,78,65,64,82,87,85,79,79,89,84,68,74,75,80,54,34,78,78,68,76,52,36,32,11,14,12,14,13,24,31250000,summer,Eredivisie,2022,attacker
190,83,Belgium,82,86,Right,2020,58,82,85,72,74,75,60,67,48,81,75,79,74,75,48,85,82,77,92,76,76,29,81,73,77,66,25,30,18,14,5,12,8,5,25,31200000,summer,Premier League,2016,attacker
190,75,Italy,64,84,Left,2019,33,26,67,49,35,36,37,36,35,45,54,61,42,56,57,49,71,63,63,25,64,58,43,38,47,52,61,72,64,11,5,9,11,12,18,31100000,summer,Serie A,2017,defender
188,79,Algeria,78,80,Right,2020,46,76,90,69,79,68,65,47,49,71,69,75,65,79,57,83,87,88,85,66,84,45,86,70,73,66,25,37,19,10,9,6,15,11,28,31000000,summer,Premier League,2016,attacker
182,68,France,76,88,Left,2022,69,58,64,79,51,77,72,59,75,78,72,70,77,75,76,72,68,79,75,63,74,75,72,75,59,79,12,78,76,12,6,8,12,12,18,31000000,summer,Laliga,2021,midfielder
185,86,Brazil,82,83,Right,2024,35,32,79,76,34,65,47,71,74,71,77,77,68,84,53,73,82,73,87,57,85,82,52,63,41,75,83,79,81,7,10,14,7,11,29,31000000,summer,Premier League,2022,defender
183,77,Portugal,78,91,Left,2025,69,73,66,71,66,85,84,56,67,83,81,78,83,79,67,74,63,77,71,74,53,32,74,75,67,84,15,34,32,5,9,6,15,7,20,30940000,summer,Laliga,2020,attacker
179,70,Colombia,75,83,Right,2020,69,56,58,76,53,71,67,68,71,75,76,79,76,72,76,80,81,90,75,75,78,74,58,68,58,63,60,75,80,16,14,11,7,9,23,30500000,summer,Premier League,2018,midfielder
191,92,Germany,89,89,Right,2021,64,55,87,82,60,68,65,53,85,81,62,68,63,88,60,71,68,66,85,51,69,92,56,79,68,91,89,92,90,15,6,10,5,6,30,30500000,summer,1 Bundesliga,2019,defender
180,75,Nigeria,76,84,Right,2020,60,64,42,81,48,82,50,40,63,83,78,77,74,74,75,67,47,73,68,54,46,24,68,76,59,70,30,26,23,14,7,12,14,11,23,30400000,summer,Premier League,2019,midfielder
195,94,Colombia,78,85,Right,2023,43,51,86,73,41,60,38,30,52,53,45,62,53,72,34,70,70,79,87,50,80,73,48,54,53,80,79,79,75,10,8,12,9,12,23,30250000,summer,Premier League,2018,defender
180,72,England,69,88,Right,2023,58,68,42,71,58,74,56,45,66,73,78,77,74,70,71,63,56,73,66,64,58,61,67,63,56,68,43,67,51,14,11,10,5,8,17,30150000,summer,1 Bundesliga,2020,midfielder
170,73,Brazil,80,84,Left,2018,75,68,68,80,67,86,81,78,74,84,86,84,85,71,85,78,61,71,61,77,55,43,78,81,77,65,41,62,47,13,15,9,12,5,24,30000000,summer,1 Bundesliga,2015,attacker
184,79,Korea Republic,78,82,Right,2020,72,81,65,75,73,83,79,70,53,78,85,86,78,79,77,82,65,76,56,86,53,29,80,69,71,72,17,19,23,11,13,13,6,10,23,30000000,summer,Premier League,2015,attacker
184,74,Germany,80,83,Right,2019,76,77,61,79,80,84,77,70,63,79,92,86,84,82,78,85,72,74,64,83,64,43,78,75,81,67,23,32,39,7,11,12,9,12,25,30000000,summer,1 Bundesliga,2016,attacker
179,73,Portugal,70,88,Right,2021,62,64,59,67,59,73,62,66,57,76,78,83,78,70,75,75,65,65,62,72,38,25,65,68,67,67,22,32,37,9,12,11,9,9,20,30000000,winter,Ligue 1,2016,attacker
176,71,Spain,80,88,Right,2020,53,84,78,72,85,70,66,59,51,81,79,76,81,86,81,83,75,76,69,68,59,26,87,63,71,66,26,21,26,12,14,14,8,5,23,30000000,summer,Laliga,2016,attacker
184,78,Brazil,80,83,Right,2021,74,61,68,78,72,73,74,76,69,79,77,82,75,79,66,85,75,83,79,72,74,81,75,62,67,67,75,81,82,14,5,15,14,5,26,30000000,summer,Premier League,2017,defender
181,80,Senegal,80,85,Right,2019,75,78,58,76,68,83,70,52,64,85,92,92,82,76,78,78,67,73,76,74,54,31,77,72,60,79,17,29,28,12,8,13,8,15,22,30000000,summer,Ligue 1,2017,attacker
174,66,Senegal,82,82,Right,2022,60,50,69,80,32,75,33,61,72,79,75,70,76,79,80,80,87,87,72,66,84,86,67,70,54,80,83,89,83,8,6,8,12,13,29,30000000,summer,Ligue 1,2019,midfielder
178,78,Netherlands,77,85,Right,2022,70,69,55,75,65,85,76,66,53,81,87,88,78,71,89,77,70,71,73,74,44,21,72,69,59,75,32,31,26,11,14,12,14,13,22,30000000,winter,Premier League,2019,attacker
185,76,Senegal,76,87,Right,2021,68,69,44,69,68,79,66,55,59,77,92,93,79,72,74,75,48,72,66,66,53,17,71,69,58,75,25,16,21,14,13,7,6,9,21,30000000,summer,Premier League,2019,attacker
192,80,France,56,62,Right,2021,30,22,52,51,32,47,34,35,33,34,52,52,44,45,57,44,70,58,54,20,47,59,31,29,47,45,54,62,63,7,10,6,8,11,18,30000000,summer,Premier League,2019,defender
173,72,Portugal,82,87,Right,2024,81,66,51,78,74,85,82,60,55,83,95,94,94,83,92,72,65,87,48,69,60,43,82,79,66,85,54,46,36,12,9,7,6,9,24,30000000,summer,Ligue 1,2019,attacker
184,73,Spain,79,87,Right,2021,56,39,61,84,44,68,45,51,81,77,53,54,54,74,66,58,66,75,72,56,65,80,65,76,53,68,76,79,72,13,6,6,11,15,24,30000000,summer,Laliga,2019,midfielder
185,72,Brazil,71,87,Right,2022,58,68,59,67,70,77,72,55,57,74,84,80,78,68,69,72,54,69,67,64,60,31,68,70,67,74,29,47,40,13,8,13,5,11,18,30000000,winter,Laliga,2019,midfielder
182,77,Spain,83,83,Left,2022,72,80,80,80,77,82,83,67,58,82,88,91,81,82,74,83,77,74,71,76,60,31,83,77,77,80,61,41,40,7,13,10,11,5,29,30000000,summer,Premier League,2020,attacker
178,74,France,84,85,Left,2023,87,60,71,81,68,78,83,83,73,83,78,78,69,83,78,83,92,85,69,76,76,82,72,74,60,80,88,83,84,6,12,9,6,13,28,30000000,winter,Premier League,2021,defender
191,92,New Zealand,78,78,Right,2023,46,79,86,67,74,66,69,64,48,75,64,68,60,78,61,81,77,76,86,72,74,40,80,64,81,77,78,30,29,14,16,16,7,16,30,30000000,winter,Premier League,2021,attacker
178,79,Croatia,80,86,Right,2024,71,74,65,80,66,85,66,58,77,79,82,83,78,78,88,77,55,80,69,81,68,26,77,81,66,77,79,55,37,6,14,15,9,14,23,30000000,summer,Premier League,2021,midfielder
179,78,Netherlands,78,85,Right,2024,66,82,67,69,74,82,66,57,52,80,89,90,83,78,77,76,73,74,74,70,60,31,77,66,74,74,61,22,16,7,9,9,10,14,22,30000000,summer,1 Bundesliga,2021,attacker
183,71,Zambia,76,85,Right,2024,51,81,66,66,73,76,65,35,61,74,94,93,87,76,71,76,88,80,66,71,63,17,76,53,60,63,77,24,16,8,6,9,5,11,22,30000000,summer,Premier League,2021,attacker
177,75,Germany,74,87,Left,2024,63,77,58,69,71,78,67,62,64,75,94,92,88,68,81,76,88,74,72,75,51,23,75,68,73,73,18,19,25,12,12,7,12,7,20,30000000,summer,1 Bundesliga,2022,attacker
179,74,France,74,84,Right,2024,75,44,57,70,52,69,68,36,62,71,86,88,74,70,76,60,69,83,66,46,74,66,65,62,45,72,65,69,70,10,6,14,8,11,19,30000000,winter,Premier League,2022,defender
172,68,Guinea,68,76,Right,2019,53,57,36,72,47,71,43,34,62,71,82,78,81,72,90,76,56,88,69,59,74,77,63,56,52,69,52,66,61,7,14,15,14,9,21,29750000,summer,1 Bundesliga,2016,midfielder
186,75,Italy,77,80,Right,2022,76,60,62,74,59,81,62,41,70,80,77,83,74,74,61,68,76,89,72,68,68,74,70,68,59,74,77,76,76,11,13,12,15,14,26,29500000,summer,Serie A,2019,defender
183,77,Croatia,76,86,Right,2021,76,61,68,77,72,86,80,72,71,87,85,85,83,66,75,76,69,75,75,72,50,30,60,68,72,70,16,26,24,11,5,10,9,12,21,29400000,summer,Serie A,2016,attacker
178,73,England,80,80,Right,2022,64,85,79,74,74,79,57,36,61,78,78,74,76,82,77,79,79,70,68,78,67,39,83,70,79,76,45,24,27,10,13,12,16,6,29,29400000,summer,Premier League,2021,attacker
179,71,England,75,84,Right,2026,60,75,68,77,66,79,64,46,69,77,75,78,77,78,72,73,65,78,66,66,70,70,77,73,62,72,64,70,59,11,6,12,8,9,21,29400000,summer,Premier League,2021,midfielder
175,77,France,81,81,Right,2020,83,73,59,82,79,83,81,79,84,81,79,75,78,76,76,77,48,71,74,83,54,44,77,83,76,69,29,51,48,11,15,9,14,12,29,29300000,winter,Ligue 1,2016,midfielder
182,80,Mali,81,86,Right,2023,65,58,65,82,65,81,62,75,78,79,71,73,73,79,77,83,80,82,75,79,77,83,68,76,58,80,80,85,78,12,8,8,12,8,25,29200000,summer,Premier League,2022,midfielder
170,76,Wales,77,83,Right,2024,73,68,44,73,58,75,71,54,59,76,96,95,85,76,81,79,53,86,50,69,68,42,74,68,64,70,77,39,34,7,6,11,15,9,23,29100000,summer,Premier League,2021,attacker
179,72,Spain,75,85,Right,2021,77,70,43,75,62,74,72,75,78,76,81,80,77,69,64,68,55,63,53,71,47,27,69,76,62,73,40,35,32,15,15,13,12,11,21,29000000,winter,1 Bundesliga,2019,midfielder
185,84,DR Congo,76,78,Right,2017,76,64,51,68,51,86,62,49,64,81,89,88,84,72,76,81,58,81,82,71,76,31,69,59,65,67,27,31,17,8,9,12,14,6,27,28900000,summer,Premier League,2016,attacker
168,64,Uruguay,75,83,Right,2022,67,50,32,79,50,74,62,63,76,78,79,75,85,73,93,62,32,79,64,59,78,77,65,73,48,75,60,75,67,5,5,13,7,9,22,28650000,summer,Premier League,2018,midfielder
185,77,England,73,83,Left,2020,17,19,15,28,20,14,18,16,33,21,48,41,33,64,67,31,59,44,50,13,23,24,18,65,41,27,14,20,12,72,75,82,71,74,23,28500000,summer,Premier League,2017,goalkeeper
