height_cm,weight_kg,nationality,overall,potential,preferred_foot,international_reputation,weak_foot,skill_moves,contract_valid_until,position_group,age,fee,window,league,season,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes
191,87,Italy,74,79,Right,1,3,2,2022,defender,26,3000000,summer,Serie A,2022,40,33,73,54,35,40,30,30,52,58,77,79,54,80,52,52,76,52,81,25,74,73,21,34,38,60,81,74,74,13,10,10,5,7
178,64,Ghana,71,77,Left,1,2,3,2022,defender,23,2500000,summer,Austria Bundesliga,2022,71,53,62,68,56,71,66,49,61,71,77,74,71,68,77,65,73,71,57,53,77,64,66,54,46,63,60,70,71,8,14,8,11,7
178,64,Ghana,71,77,Left,1,2,3,2022,defender,24,2500000,summer,Ligue 1,2022,71,53,62,68,56,71,66,49,61,71,77,74,71,68,77,65,73,71,57,53,77,64,66,54,46,63,60,70,71,8,14,8,11,7
185,81,Italy,73,76,Left,1,3,3,2022,defender,24,2500000,summer,Serie A,2022,73,49,68,69,39,74,50,37,66,73,77,76,66,69,62,70,57,73,77,56,72,65,64,56,45,60,65,71,70,11,14,6,7,13
188,76,Italy,75,81,Right,1,1,1,2022,goalkeeper,25,8500000,summer,Serie A,2022,11,6,11,27,7,12,14,10,27,14,28,29,33,62,33,51,49,18,53,5,17,15,8,55,13,55,23,11,13,76,73,68,76,78
179,73,Morocco,67,72,Left,1,2,3,2022,defender,24,1500000,summer,Ger Bundesliga,2022,59,36,57,63,33,65,57,38,51,62,85,85,72,66,69,53,60,64,61,44,80,64,63,56,48,64,60,61,63,11,12,14,14,6
179,73,Morocco,67,72,Left,1,2,3,2022,defender,24,1500000,summer,Jupiler Pro League,2022,59,36,57,63,33,65,57,38,51,62,85,85,72,66,69,53,60,64,61,44,80,64,63,56,48,64,60,61,63,11,12,14,14,6
179,69,Austria,72,79,Left,1,3,3,2022,attacker,23,2000000,summer,Ger Bundesliga,2022,63,68,57,69,63,77,73,63,64,76,80,75,77,68,74,69,73,70,67,68,54,38,70,70,65,70,25,39,38,13,10,13,6,8
193,90,United States,68,75,Right,1,4,2,2022,attacker,24,1880000,summer,Super Lig,2022,52,72,59,58,56,66,51,34,41,65,71,81,63,60,45,72,70,69,90,60,38,12,67,53,64,69,20,20,18,5,15,12,8,9
173,68,France,67,76,Left,1,2,3,2022,defender,21,1000000,summer,Ligue 1,2022,68,48,50,59,37,70,29,30,47,69,73,66,68,66,79,46,66,63,56,46,65,62,58,53,38,65,60,69,66,14,14,13,14,9
187,80,Côte d'Ivoire,72,77,Right,1,3,3,2022,midfielder,24,1700000,summer,Liga Portugal,2022,63,58,62,72,35,68,56,41,71,69,64,67,65,76,55,64,70,77,87,61,80,77,73,75,42,72,70,74,67,8,11,14,12,7
187,80,Côte d'Ivoire,72,77,Right,1,3,3,2022,midfielder,24,1700000,summer,Super Lig,2022,63,58,62,72,35,68,56,41,71,69,64,67,65,76,55,64,70,77,87,61,80,77,73,75,42,72,70,74,67,8,11,14,12,7
185,73,Guinea,73,84,Right,1,4,4,2022,midfielder,19,4000000,summer,Ger Bundesliga,2022,40,74,59,76,48,76,46,47,75,74,70,73,69,71,59,73,59,75,64,72,58,66,67,68,48,70,59,70,64,9,14,15,10,12
185,73,Guinea,73,84,Right,1,4,4,2022,midfielder,19,4000000,summer,Laliga,2022,40,74,59,76,48,76,46,47,75,74,70,73,69,71,59,73,59,75,64,72,58,66,67,68,48,70,59,70,64,9,14,15,10,12
180,74,Argentina,74,76,Right,1,4,3,2022,attacker,26,2500000,summer,Serie A,2022,65,76,67,70,64,80,43,42,62,76,79,77,76,71,69,74,71,67,66,67,33,12,78,58,69,70,25,18,25,6,14,11,11,10
173,68,Argentina,78,86,Right,1,4,4,2022,attacker,22,80000000,summer,Premier League,2022,75,79,68,73,75,81,80,74,74,82,90,80,91,77,91,83,69,79,69,79,83,46,81,81,73,82,60,53,46,6,10,8,6,10
172,68,Côte d'Ivoire,77,80,Right,1,3,4,2022,attacker,25,22000000,summer,Serie A,2022,78,72,59,73,60,84,78,64,69,79,90,81,88,67,82,80,61,68,63,75,56,41,72,68,55,73,24,42,34,15,8,9,14,16
172,68,Côte d'Ivoire,77,80,Right,1,3,4,2022,attacker,25,14000000,summer,Serie A,2022,78,72,59,73,60,84,78,64,69,79,90,81,88,67,82,80,61,68,63,75,56,41,72,68,55,73,24,42,34,15,8,9,14,16
175,70,Croatia,78,84,Right,2,4,4,2022,attacker,24,5000000,summer,Ger Bundesliga,2022,77,76,45,78,70,84,79,77,70,82,84,75,87,74,83,78,63,72,52,76,41,30,77,74,64,75,35,42,40,9,7,5,6,14
175,70,Croatia,78,84,Right,2,4,4,2022,attacker,24,1500000,winter,Serie A,2022,77,76,45,78,70,84,79,77,70,82,84,75,87,74,83,78,63,72,52,76,41,30,77,74,64,75,35,42,40,9,7,5,6,14
174,74,Netherlands,72,77,Left,1,2,4,2022,attacker,24,4000000,summer,Eredivisie,2022,69,67,32,69,60,81,64,49,58,76,86,80,85,66,77,72,40,62,54,48,34,42,67,59,55,68,50,44,27,8,15,11,7,11
174,74,Netherlands,72,77,Left,1,2,4,2022,attacker,24,4000000,summer,Ger Bundesliga,2022,69,67,32,69,60,81,64,49,58,76,86,80,85,66,77,72,40,62,54,48,34,42,67,59,55,68,50,44,27,8,15,11,7,11
188,77,France,77,77,Right,2,3,2,2022,midfielder,31,2000000,summer,Ger Bundesliga,2022,52,49,83,75,49,63,42,53,73,70,61,72,53,77,50,78,75,74,80,66,80,83,61,65,50,75,79,77,80,14,8,14,10,15
183,75,Norway,75,82,Right,1,3,4,2022,attacker,22,8200000,summer,Ger Bundesliga,2022,69,71,49,68,56,78,66,54,63,77,89,84,81,70,76,70,55,81,67,68,45,39,70,70,65,71,43,43,37,9,7,14,8,10
183,75,Norway,75,82,Right,1,3,4,2022,attacker,22,2500000,summer,Jupiler Pro League,2022,69,71,49,68,56,78,66,54,63,77,89,84,81,70,76,70,55,81,67,68,45,39,70,70,65,71,43,43,37,9,7,14,8,10
183,75,Norway,75,82,Right,1,3,4,2022,attacker,22,2500000,summer,Serie A,2022,69,71,49,68,56,78,66,54,63,77,89,84,81,70,76,70,55,81,67,68,45,39,70,70,65,71,43,43,37,9,7,14,8,10
172,66,Netherlands,76,81,Right,1,4,4,2022,attacker,23,14000000,summer,Laliga,2022,70,71,56,70,67,81,72,58,59,76,89,89,87,69,84,79,62,69,60,75,60,25,72,73,66,72,43,32,27,5,6,14,7,12
172,66,Netherlands,76,81,Right,1,4,4,2022,attacker,23,14000000,summer,Serie A,2022,70,71,56,70,67,81,72,58,59,76,89,89,87,69,84,79,62,69,60,75,60,25,72,73,66,72,43,32,27,5,6,14,7,12
188,88,Cameroon,77,77,Right,2,4,3,2022,attacker,29,3000000,summer,Super League,2022,39,77,78,65,77,73,56,43,46,75,78,77,70,76,64,79,83,76,86,70,66,18,80,58,74,74,28,19,15,13,12,5,15,5
188,80,Denmark,68,76,Left,1,3,3,2022,attacker,23,3590000,summer,Eredivisie,2022,47,69,64,63,61,69,59,38,42,68,67,68,64,65,64,69,60,74,78,63,39,22,67,61,59,65,45,31,22,8,13,13,8,11
188,80,Denmark,68,76,Left,1,3,3,2022,attacker,23,4500000,summer,Serie A,2022,47,69,64,63,61,69,59,38,42,68,67,68,64,65,64,69,60,74,78,63,39,22,67,61,59,65,45,31,22,8,13,13,8,11
195,79,England,64,70,Left,1,3,2,2022,defender,23,1500000,summer,Liga Portugal,2022,55,35,62,59,42,55,45,41,52,57,62,62,59,55,58,60,62,68,85,45,68,62,45,42,39,58,62,61,61,13,10,10,13,15
170,62,France,67,76,Right,1,3,3,2022,midfielder,21,3000000,summer,Ligue 1,2022,52,58,44,69,51,71,59,54,63,70,74,73,77,63,81,55,59,75,42,47,54,61,66,69,56,68,44,60,45,14,11,9,11,7
191,80,Germany,73,80,Left,1,2,2,2022,defender,24,5000000,summer,Ger Bundesliga,2022,56,33,77,69,26,67,34,25,73,62,82,88,62,61,64,42,73,70,78,25,68,75,50,69,42,70,71,76,75,5,7,13,5,11
191,80,Germany,73,80,Left,1,2,2,2022,defender,24,3000000,summer,Jupiler Pro League,2022,56,33,77,69,26,67,34,25,73,62,82,88,62,61,64,42,73,70,78,25,68,75,50,69,42,70,71,76,75,5,7,13,5,11
191,88,England,71,76,Left,1,2,3,2022,attacker,25,3000000,summer,Premier League,2022,47,71,74,63,64,71,49,40,40,75,68,74,72,67,68,70,72,65,93,60,80,44,69,58,60,65,44,38,23,7,14,9,9,5
194,89,Greece,76,80,Right,1,3,2,2022,defender,24,3200000,summer,Ger Bundesliga,2022,45,45,78,61,30,57,32,37,55,59,72,89,52,71,36,70,75,63,86,56,82,78,38,37,42,63,73,78,76,12,11,11,7,9
194,89,Greece,76,80,Right,1,3,2,2022,defender,24,15000000,summer,Premier League,2022,45,45,78,61,30,57,32,37,55,59,72,89,52,71,36,70,75,63,86,56,82,78,38,37,42,63,73,78,76,12,11,11,7,9
202,85,Netherlands,68,79,Right,1,5,1,2022,goalkeeper,22,2000000,summer,Eredivisie,2022,11,9,10,26,8,12,12,13,25,17,37,46,37,62,42,50,42,37,69,8,25,7,8,34,12,51,14,11,10,69,65,66,68,70
202,85,Netherlands,68,79,Right,1,5,1,2022,goalkeeper,22,2000000,summer,Premier League,2022,11,9,10,26,8,12,12,13,25,17,37,46,37,62,42,50,42,37,69,8,25,7,8,34,12,51,14,11,10,69,65,66,68,70
200,85,France,67,72,Right,1,3,2,2022,midfielder,23,1000000,summer,Ligue 1,2022,43,41,65,67,38,56,42,41,59,65,49,44,45,63,35,62,57,68,78,37,72,67,42,52,48,58,65,68,64,6,10,10,15,14
180,83,Netherlands,68,75,Right,1,3,3,2022,attacker,24,1200000,summer,Ligue 1,2022,40,70,68,63,67,66,60,63,44,68,54,66,50,64,71,72,65,73,84,66,62,20,68,58,69,63,36,19,15,13,8,12,8,10
178,66,Ghana,71,80,Left,1,3,3,2022,attacker,22,3000000,summer,Jupiler Pro League,2022,66,68,48,69,71,73,64,64,59,76,78,83,75,65,75,73,72,82,59,71,40,46,68,67,59,54,38,46,45,10,13,10,9,7
178,72,Greece,72,72,Left,1,3,3,2022,defender,28,1000000,summer,Ger Bundesliga,2022,72,48,50,71,68,69,76,80,72,70,73,73,73,67,73,85,70,67,64,81,85,65,41,41,46,68,73,74,74,11,7,15,10,14
186,78,Netherlands,75,75,Left,3,3,2,2022,midfielder,32,1300000,summer,Ligue 1,2022,69,75,68,79,60,74,73,69,67,80,48,51,56,72,66,78,49,73,79,76,80,79,73,70,72,80,69,80,64,7,12,11,6,7
192,78,France,65,81,Right,1,3,1,2022,goalkeeper,20,10000000,summer,Ligue 1,2022,12,9,12,25,9,14,15,14,22,17,40,36,31,59,38,48,53,33,43,8,23,10,7,42,16,33,10,10,11,66,65,64,62,67
176,69,France,72,78,Left,1,3,3,2022,attacker,21,2200000,summer,Ligue 1,2022,69,66,56,70,60,74,68,57,61,75,79,78,81,64,78,73,57,64,55,72,50,33,70,69,62,66,31,40,33,8,9,14,15,14
188,86,Netherlands,79,79,Right,2,5,3,2022,attacker,31,3000000,summer,Eredivisie,2022,66,79,92,79,83,67,63,69,62,79,48,52,54,75,57,83,88,71,84,70,54,40,83,69,67,76,39,43,37,16,10,8,8,11
188,86,Netherlands,79,79,Right,2,5,3,2022,attacker,31,4000000,summer,Laliga,2022,66,79,92,79,83,67,63,69,62,79,48,52,54,75,57,83,88,71,84,70,54,40,83,69,67,76,39,43,37,16,10,8,8,11
185,83,Argentina,71,72,Right,1,3,2,2022,defender,28,1800000,summer,Eredivisie,2022,45,35,72,64,27,56,32,34,55,62,47,54,51,66,56,50,82,71,83,33,77,71,34,44,44,65,72,69,68,7,9,7,14,16
185,83,Argentina,71,72,Right,1,3,2,2022,defender,29,1800000,winter,Laliga,2022,45,35,72,64,27,56,32,34,55,62,47,54,51,66,56,50,82,71,83,33,77,71,34,44,44,65,72,69,68,7,9,7,14,16
191,82,Italy,74,78,Right,1,2,1,2022,goalkeeper,26,1100000,summer,Serie A,2022,15,20,17,17,18,19,17,15,16,20,40,42,46,71,49,53,54,35,55,14,24,18,15,40,29,50,10,19,11,74,71,70,72,76
182,76,South Africa,70,73,Right,2,3,3,2022,attacker,26,1500000,summer,Ligue 1,2022,54,73,70,66,69,71,59,51,53,71,69,68,61,65,66,71,67,64,71,69,55,24,71,61,68,73,32,15,12,14,14,11,7,10
187,71,France,74,79,Right,1,2,2,2022,defender,23,3000000,summer,Ligue 1,2022,42,28,77,71,18,57,42,30,62,67,54,55,46,71,53,59,71,72,74,30,66,75,23,43,46,63,74,77,76,9,13,13,13,8
187,71,France,74,79,Right,1,2,2,2022,defender,23,1500000,summer,Ligue 1,2022,42,28,77,71,18,57,42,30,62,67,54,55,46,71,53,59,71,72,74,30,66,75,23,43,46,63,74,77,76,9,13,13,13,8
195,95,Germany,70,73,Right,1,3,2,2022,attacker,25,2850000,summer,Ger Bundesliga,2022,42,74,75,62,69,61,51,39,34,66,40,62,41,70,33,73,63,69,92,49,65,22,75,41,57,65,26,38,19,7,6,10,15,13
195,95,Germany,70,73,Right,1,3,2,2022,attacker,25,1700000,summer,Superliga,2022,42,74,75,62,69,61,51,39,34,66,40,62,41,70,33,73,63,69,92,49,65,22,75,41,57,65,26,38,19,7,6,10,15,13
183,76,England,64,77,Right,1,3,3,2022,attacker,20,1000000,summer,Premier League,2022,40,69,60,52,52,62,50,39,40,66,66,68,68,64,69,64,69,68,66,58,40,28,66,55,66,65,32,30,28,9,13,11,13,5
183,76,England,64,77,Right,1,3,3,2022,attacker,20,1000000,winter,Premier League,2022,40,69,60,52,52,62,50,39,40,66,66,68,68,64,69,64,69,68,66,58,40,28,66,55,66,65,32,30,28,9,13,11,13,5
185,75,Italy,74,74,Left,1,2,1,2022,goalkeeper,31,1000000,summer,Serie A,2022,12,14,13,32,18,14,13,12,31,22,42,46,40,72,34,53,57,23,68,19,12,20,10,44,17,63,28,19,19,74,71,70,72,76
176,70,France,67,83,Right,1,3,3,2022,attacker,19,4500000,winter,Ligue 1,2022,41,70,58,64,66,72,59,38,53,70,77,73,71,63,72,71,59,56,49,63,33,14,70,55,70,66,20,22,18,13,14,12,12,9
176,70,France,67,83,Right,1,3,3,2022,attacker,19,4500000,summer,Ligue 1,2022,41,70,58,64,66,72,59,38,53,70,77,73,71,63,72,71,59,56,49,63,33,14,70,55,70,66,20,22,18,13,14,12,12,9
183,74,Switzerland,75,78,Right,1,4,3,2022,midfielder,25,3000000,summer,Serie A,2022,69,66,62,80,48,75,67,65,79,76,73,71,75,71,72,68,68,89,72,69,65,69,68,74,51,70,65,64,61,10,9,15,9,15
183,74,Switzerland,75,78,Right,1,4,3,2022,midfielder,25,4000000,summer,Super League,2022,69,66,62,80,48,75,67,65,79,76,73,71,75,71,72,68,68,89,72,69,65,69,68,74,51,70,65,64,61,10,9,15,9,15
184,80,Italy,72,72,Right,2,3,3,2022,midfielder,27,1200000,summer,Serie A,2022,68,66,68,75,70,76,68,64,73,78,55,54,72,72,68,80,66,53,70,74,74,70,74,70,52,72,68,72,70,11,7,5,12,14
184,80,Italy,72,72,Right,2,3,3,2022,midfielder,28,1200000,winter,Serie A,2022,68,66,68,75,70,76,68,64,73,78,55,54,72,72,68,80,66,53,70,74,74,70,74,70,52,72,68,72,70,11,7,5,12,14
184,80,Morocco,68,71,Left,1,3,2,2022,attacker,26,2500000,summer,Liga Portugal,2022,40,69,66,63,53,66,42,44,55,68,75,78,68,66,65,69,60,73,71,63,58,31,66,53,67,68,18,15,18,10,6,10,7,12
183,73,Morocco,68,68,Right,1,3,3,2022,midfielder,30,1650000,summer,Serie A,2022,58,53,58,77,57,72,53,72,75,72,54,54,66,70,60,72,50,66,59,71,58,58,60,63,54,68,63,67,62,9,8,9,11,8
183,73,Morocco,68,68,Right,1,3,3,2022,midfielder,30,1300000,summer,Serie A,2022,58,53,58,77,57,72,53,72,75,72,54,54,66,70,60,72,50,66,59,71,58,58,60,63,54,68,63,67,62,9,8,9,11,8
188,77,Sierra Leone,66,69,Right,1,4,3,2022,attacker,25,1000000,summer,Jupiler Pro League,2022,62,60,52,65,55,66,60,56,58,66,85,88,75,61,70,65,71,70,69,61,60,39,60,60,51,66,49,41,36,6,7,10,7,7
182,75,Belgium,70,76,Right,1,3,2,2022,defender,22,2000000,summer,Ligue 1,2022,71,47,69,68,42,68,63,37,60,68,74,75,71,63,68,54,70,71,66,51,64,65,57,53,46,59,65,68,66,8,14,11,7,12
187,80,Italy,75,75,Right,2,3,2,2022,defender,28,2000000,summer,Serie A,2022,34,36,78,63,51,62,20,24,58,63,55,61,58,69,59,38,76,52,77,20,75,76,34,32,30,74,75,80,78,14,9,6,9,5
183,77,Senegal,67,76,Right,1,3,3,2022,midfielder,23,3000000,summer,Serie A,2022,58,57,63,72,49,65,55,60,67,70,74,76,69,68,71,67,73,70,73,59,70,68,64,63,57,66,64,64,61,13,6,12,6,6
183,77,Senegal,67,76,Right,1,3,3,2022,midfielder,23,1300000,summer,Serie A,2022,58,57,63,72,49,65,55,60,67,70,74,76,69,68,71,67,73,70,73,59,70,68,64,63,57,66,64,64,61,13,6,12,6,6
190,86,Turkey,77,82,Right,1,2,2,2022,defender,24,21000000,summer,Serie A,2022,31,32,73,59,42,57,48,23,59,59,67,80,63,68,63,60,71,69,84,38,85,78,26,38,41,74,78,83,79,15,7,13,6,11
190,86,Turkey,77,82,Right,1,2,2,2022,defender,24,20000000,summer,Serie A,2022,31,32,73,59,42,57,48,23,59,59,67,80,63,68,63,60,71,69,84,38,85,78,26,38,41,74,78,83,79,15,7,13,6,11
175,68,Netherlands,72,72,Right,1,3,3,2022,midfielder,28,1200000,summer,Eredivisie,2022,75,66,60,75,63,72,76,75,73,75,73,68,74,69,70,74,78,74,62,70,60,61,67,76,78,71,64,66,53,10,12,13,11,10
183,72,Algeria,72,73,Left,1,3,3,2022,defender,26,1300000,summer,Serie A,2022,75,59,58,69,58,75,69,48,60,75,72,79,77,70,78,68,55,67,68,62,72,66,69,63,64,65,65,71,72,8,12,10,15,14
179,77,United States,65,72,Right,1,3,2,2022,defender,23,2500000,summer,Jupiler Pro League,2022,62,44,49,62,34,66,47,38,50,63,80,83,80,62,78,42,77,74,60,45,48,54,62,60,49,61,56,60,58,9,6,8,11,10
188,78,Italy,73,82,Right,1,3,2,2022,defender,22,6000000,summer,Serie A,2022,40,24,68,66,31,59,38,29,54,62,67,70,56,74,49,40,72,61,78,30,67,74,30,48,45,64,78,77,73,12,10,6,6,13
188,78,Italy,73,82,Right,1,3,2,2022,defender,22,7000000,summer,Serie A,2022,40,24,68,66,31,59,38,29,54,62,67,70,56,74,49,40,72,61,78,30,67,74,30,48,45,64,78,77,73,12,10,6,6,13
173,69,Germany,72,75,Right,2,4,4,2022,midfielder,26,3000000,summer,Super League,2022,74,60,37,79,60,75,78,72,76,76,75,54,88,67,88,60,60,65,52,60,69,67,67,76,65,74,69,63,62,8,12,13,11,14
173,69,Germany,72,75,Right,2,4,4,2022,midfielder,26,3000000,summer,Super Lig,2022,74,60,37,79,60,75,78,72,76,76,75,54,88,67,88,60,60,65,52,60,69,67,67,76,65,74,69,63,62,8,12,13,11,14
185,74,Poland,65,78,Right,1,4,2,2022,defender,21,4500000,summer,Ger Bundesliga,2022,37,49,58,63,39,44,41,35,65,62,77,76,68,59,53,57,67,59,70,53,57,68,46,58,40,50,69,65,66,6,12,7,14,14
185,74,Poland,65,78,Right,1,4,2,2022,defender,21,1500000,summer,Pko Bp Ekstraklasa,2022,37,49,58,63,39,44,41,35,65,62,77,76,68,59,53,57,67,59,70,53,57,68,46,58,40,50,69,65,66,6,12,7,14,14
189,82,Germany,68,76,Right,1,3,3,2022,attacker,22,2500000,summer,Ger Bundesliga,2022,45,70,67,62,64,64,52,39,39,71,61,63,67,65,55,70,49,68,76,61,60,22,68,51,62,62,26,25,23,10,10,12,6,8
186,83,Croatia,75,76,Right,2,4,3,2022,attacker,27,1700000,summer,Serie A,2022,76,63,68,78,72,84,82,72,67,84,74,78,77,73,58,76,67,54,73,72,50,30,67,69,72,70,41,42,34,11,5,10,9,12
179,79,Italy,65,78,Left,1,3,2,2022,midfielder,19,9000000,summer,Serie A,2022,69,43,65,68,53,66,64,50,60,68,61,67,52,66,57,69,56,66,61,40,65,62,64,51,35,55,64,64,63,11,12,11,14,8
187,75,Uruguay,70,79,Right,1,3,3,2022,attacker,21,7000000,summer,Serie A,2022,42,73,70,64,62,68,51,53,45,71,66,69,59,66,57,68,74,64,74,66,60,18,74,58,69,68,27,24,26,11,8,13,13,7
179,75,France,60,74,Right,1,3,2,2022,defender,21,1000000,summer,Ligue 1,2022,45,35,50,37,35,56,40,40,36,48,65,68,52,60,67,40,57,59,58,35,54,56,48,45,40,40,61,72,66,9,11,10,7,12
191,84,Mali,66,72,Right,1,3,2,2022,midfielder,26,1000000,summer,Allsvenskan,2022,49,39,63,66,38,56,52,35,65,64,49,58,57,65,55,68,67,77,79,42,67,63,49,63,42,64,61,64,59,7,10,6,7,7
191,84,Mali,66,72,Right,1,3,2,2022,midfielder,25,1000000,summer,Ligue 1,2022,49,39,63,66,38,56,52,35,65,64,49,58,57,65,55,68,67,77,79,42,67,63,49,63,42,64,61,64,59,7,10,6,7,7
183,70,England,77,80,Left,1,2,3,2022,defender,26,17500000,summer,Premier League,2022,81,40,60,74,40,73,77,68,66,75,73,74,69,74,63,65,61,80,66,38,63,77,62,63,51,67,76,75,72,10,15,8,11,14
190,83,Netherlands,72,72,Right,1,3,2,2022,defender,29,1000000,summer,Eredivisie,2022,41,42,82,64,26,48,33,31,66,50,34,56,32,66,38,72,81,75,84,31,65,68,41,37,40,63,73,74,69,7,11,15,10,15
191,81,Netherlands,71,75,Right,1,4,3,2022,midfielder,25,2000000,summer,Eredivisie,2022,64,73,74,71,66,71,72,74,65,73,65,54,68,71,51,72,59,66,71,73,43,40,77,72,75,74,58,36,34,10,12,10,13,11
191,81,Netherlands,71,75,Right,1,4,3,2022,midfielder,25,4000000,summer,Jupiler Pro League,2022,64,73,74,71,66,71,72,74,65,73,65,54,68,71,51,72,59,66,71,73,43,40,77,72,75,74,58,36,34,10,12,10,13,11
177,73,Germany,72,72,Right,2,4,4,2022,defender,28,6000000,summer,Ger Bundesliga,2022,70,63,66,75,59,79,69,52,67,77,76,63,83,72,80,58,70,72,63,61,69,70,70,74,58,77,66,68,71,13,15,10,13,9
180,77,Germany,76,80,Right,2,3,4,2022,midfielder,25,4000000,summer,Ger Bundesliga,2022,78,68,37,77,66,83,80,71,77,81,76,61,81,75,78,81,67,79,65,76,57,63,70,76,65,72,56,44,34,12,12,14,12,10
185,76,Serbia,75,76,Right,1,4,3,2022,attacker,26,4000000,summer,Ligue 1,2022,72,69,49,73,75,76,68,54,66,73,89,88,76,75,71,77,45,67,60,73,43,22,69,73,57,71,31,30,23,7,9,14,13,6
185,76,Serbia,75,76,Right,1,4,3,2022,attacker,26,4000000,summer,Serie A,2022,72,69,49,73,75,76,68,54,66,73,89,88,76,75,71,77,45,67,60,73,43,22,69,73,57,71,31,30,23,7,9,14,13,6
179,70,Italy,72,87,Right,1,4,3,2022,midfielder,20,18000000,summer,Serie A,2022,55,40,48,76,40,74,67,71,72,75,69,69,76,72,75,66,63,81,55,50,68,68,60,74,56,72,66,70,68,9,12,11,9,10
183,72,Wales,71,82,Right,1,3,2,2022,defender,21,20000000,summer,Premier League,2022,72,43,52,69,36,71,52,39,65,71,77,74,75,69,78,52,61,68,56,43,61,69,52,54,45,64,67,71,65,10,11,7,15,10
170,68,Ghana,69,73,Right,1,5,3,2022,attacker,23,6500000,summer,Jupiler Pro League,2022,59,60,46,66,58,76,61,48,46,72,89,84,86,62,84,62,84,66,58,69,61,28,62,67,61,63,21,52,34,13,6,14,7,7
170,68,Ghana,69,73,Right,1,5,3,2022,attacker,23,3000000,summer,Super Liga Srbije,2022,59,60,46,66,58,76,61,48,46,72,89,84,86,62,84,62,84,66,58,69,61,28,62,67,61,63,21,52,34,13,6,14,7,7
188,82,Scotland,67,72,Right,1,3,3,2022,attacker,25,2200000,summer,Ger Bundesliga,2022,63,64,54,65,52,71,62,62,56,59,85,91,69,68,69,74,63,68,79,56,58,36,66,59,50,60,34,38,27,13,11,7,7,15
175,78,Morocco,76,77,Right,1,2,4,2022,attacker,26,5500000,summer,Eredivisie,2022,64,75,48,74,74,82,82,67,68,80,85,82,80,71,72,81,34,75,70,80,68,25,73,67,56,74,36,37,34,15,16,8,10,16
175,78,Morocco,76,77,Right,1,2,4,2022,attacker,26,5500000,summer,Laliga,2022,64,75,48,74,74,82,82,67,68,80,85,82,80,71,72,81,34,75,70,80,68,25,73,67,56,74,36,37,34,15,16,8,10,16
191,79,Turkey,75,76,Right,1,3,3,2022,midfielder,28,3000000,summer,Laliga,2022,67,65,78,74,70,73,72,60,72,73,62,65,61,70,60,79,69,83,83,75,81,76,68,71,60,73,71,75,70,12,16,10,13,7
183,79,Italy,73,78,Right,1,3,3,2022,attacker,24,2500000,summer,Premier League,2022,48,76,73,64,70,70,66,42,44,73,69,74,68,72,74,72,74,66,72,60,62,14,78,56,68,72,36,20,18,10,7,7,10,5
194,94,Italy,78,81,Right,2,2,1,2022,goalkeeper,27,4500000,summer,Serie A,2022,17,14,19,31,18,18,13,15,25,24,46,48,56,73,52,55,52,40,68,17,19,18,12,32,21,63,20,12,19,78,79,73,74,80
194,94,Italy,78,81,Right,2,2,1,2022,goalkeeper,27,4500000,winter,Serie A,2022,17,14,19,31,18,18,13,15,25,24,46,48,56,73,52,55,52,40,68,17,19,18,12,32,21,63,20,12,19,78,79,73,74,80
180,74,Italy,68,69,Right,1,3,3,2022,defender,26,1000000,summer,Serie A,2022,65,55,64,66,50,67,62,60,62,67,75,76,69,63,67,66,74,71,71,50,64,63,55,54,55,60,66,65,63,12,14,13,8,11
190,82,Croatia,73,80,Right,1,3,3,2022,attacker,24,4250000,summer,Liga Portugal,2022,51,74,72,60,72,72,61,62,57,73,83,83,65,74,51,73,75,82,79,67,73,31,73,62,64,69,29,32,31,15,11,10,10,6
190,82,Croatia,73,80,Right,1,3,3,2022,attacker,24,5500000,summer,Liga Portugal,2022,51,74,72,60,72,72,61,62,57,73,83,83,65,74,51,73,75,82,79,67,73,31,73,62,64,69,29,32,31,15,11,10,10,6
184,70,Senegal,71,82,Right,1,3,2,2022,midfielder,19,35000000,summer,Premier League,2022,58,62,58,78,54,73,54,49,72,74,69,66,61,68,68,68,58,67,59,66,67,64,68,65,50,68,67,70,66,14,8,14,8,8
188,78,Italy,70,79,Right,1,3,2,2022,midfielder,22,3120000,summer,Serie A,2022,72,32,56,62,35,68,38,33,48,65,81,80,58,63,56,26,60,75,61,27,68,65,58,56,41,64,62,70,67,8,8,9,8,6
183,78,Italy,68,80,Left,1,3,3,2022,defender,20,5000000,summer,Serie A,2022,72,28,58,47,33,66,43,36,44,73,68,69,53,68,60,72,59,65,67,70,66,65,66,37,49,55,61,69,68,9,11,5,6,11
183,78,Italy,68,80,Left,1,3,3,2022,defender,20,2600000,summer,Super League,2022,72,28,58,47,33,66,43,36,44,73,68,69,53,68,60,72,59,65,67,70,66,65,66,37,49,55,61,69,68,9,11,5,6,11
